Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02,25.21226480403419,25.223582608045643,24.297841844621896,24.746000289916992,212818400,0.0,0
2015-01-05,24.51059887970784,24.59208221595474,23.8587339165867,24.048860549926758,257142000,0.0,0
2015-01-06,24.11450011750926,24.31594455341908,23.68218565215743,24.051124572753906,263188400,0.0,0
2015-01-07,24.26388731385336,24.490229552702193,24.15071619442894,24.388376235961914,160423600,0.0,0
2015-01-08,24.72335866951843,25.38427746313293,24.603395855854476,25.325428009033203,237458000,0.0,0
2015-01-09,25.5019735978666,25.633252479757516,24.94517202936982,25.352588653564453,214798000,0.0,0
2015-01-12,25.48613618231257,25.492926173296798,24.62603669617649,24.727890014648438,198603200,0.0,0
2015-01-13,25.221313066434956,25.531402522405426,24.65093144490506,24.947439193725586,268367600,0.0,0
2015-01-14,24.6803582578942,25.00855381782632,24.558133240075918,24.852378845214844,195826400,0.0,0
2015-01-15,24.89764776523806,24.911227747789344,24.14166547107455,24.177879333496094,240056000,0.0,0
2015-01-16,24.22540732927912,24.34989623998774,23.811200655671254,23.99001121520996,314053200,0.0,0
2015-01-20,24.408743164505786,24.664510967694376,24.10544543116324,24.607925415039062,199599600,0.0,0
2015-01-21,24.659984908471877,25.137567144962023,24.50607212524016,24.795791625976562,194303600,0.0,0
2015-01-22,24.95649798838823,25.45671417410748,24.834272961170875,25.44087028503418,215185600,0.0,0
2015-01-23,25.418236470966853,25.746432056995587,25.243951963850268,25.5721492767334,185859200,0.0,0
2015-01-26,25.744163078829374,25.88449587395082,25.531402570756676,25.59930419921875,222460000,0.0,0
2015-01-27,25.445395707649876,25.458977417112095,24.678095606927013,24.702993392944336,382274800,0.0,0
2015-01-28,26.62463942585949,26.735548376610183,26.099525451660156,26.099525451660156,585908400,0.0,0
2015-01-29,26.328128825470213,26.977731664532353,26.15610824257127,26.912092208862305,337745600,0.0,0
2015-01-30,26.79891717455389,27.16106435390179,26.44808606924107,26.518253326416016,334982000,0.0,0
2015-02-02,26.719701666767843,26.973203866055087,26.27380718528039,26.85097885131836,250956400,0.0,0
2015-02-03,26.821547596136316,26.955088649792685,26.620103199596336,26.855499267578125,207662800,0.0,0
2015-02-04,26.821551658455302,27.276499980231765,26.778546086325257,27.061473846435547,280598800,0.0,0
2015-02-05,27.272804750730117,27.3205257327651,27.097834173389405,27.254627227783203,168984800,0.1175,0
2015-02-06,27.272807584716812,27.32507251950217,26.916047871480487,27.025121688842773,174826400,0.0,0
2015-02-09,26.938770488661966,27.231902771854525,26.911501603255264,27.204635620117188,155559200,0.0,0
2015-02-10,27.306886749598018,27.756813755135592,27.30461564307854,27.727272033691406,248034000,0.0,0
2015-02-11,27.89770536127757,28.386262099367652,27.836352530759054,28.377172470092773,294247200,0.0,0
2015-02-12,28.645309591035534,28.967985352595846,28.533964669740417,28.736204147338867,297898000,0.0,0
2015-02-13,28.92253686487996,28.92253686487996,28.552143589394618,28.877090454101562,217088800,0.0,0
2015-02-17,28.97025869822552,29.28611769586276,28.84073450892706,29.04751968383789,252609600,0.0,0
2015-02-18,29.002072028139054,29.26339325201863,28.961169560630342,29.249759674072266,179566800,0.0,0
2015-02-19,29.195218964192197,29.32019919505316,29.1611350227478,29.18840217590332,149449600,0.0,0
2015-02-20,29.227035466004455,29.427003860473636,29.09751300492462,29.427003860473633,195793600,0.0,0
2015-02-23,29.545157894019702,30.222318649291992,29.463352983042377,30.222318649291992,283896400,0.0,0
2015-02-24,30.208694266414458,30.35867056005988,29.8064863761251,30.033721923828125,276912400,0.0,0
2015-02-25,29.895106552357515,29.90419791550467,29.120232542670138,29.265663146972656,298846800,0.0,0
2015-02-26,29.265659999395805,29.73831027937933,28.770288248666343,29.63605499267578,365150000,0.0,0
2015-02-27,29.540618832594603,29.670144748721786,29.140685548949214,29.190677642822266,248059200,0.0,0
2015-03-02,29.370194121081198,29.60424645448488,29.154321047314795,29.33383560180664,192386800,0.0,0
2015-03-03,29.30429835861671,29.4315497131668,29.106601070268415,29.395191192626953,151265200,0.0,0
2015-03-04,29.336107574117264,29.440633973585648,29.158864142550065,29.208852767944336,126665200,0.0,0
2015-03-05,29.217938839185408,29.256568455239883,28.57713484605624,28.724838256835938,226068400,0.0,0
2015-03-06,29.177041650141934,29.39746039907085,28.69075947188711,28.76801872253418,291368400,0.0,0
2015-03-09,29.077057241168742,29.4429083046323,28.418073879409015,28.890724182128906,354114000,0.0,0
2015-03-10,28.724840526489153,28.908900727607755,28.131755729918893,28.293092727661133,275426400,0.0,0
2015-03-11,28.34763489467547,28.352178842865975,27.747733180688133,27.777273178100586,275756000,0.0,0
2015-03-12,27.793175138783447,28.38171602104792,27.638654920048893,28.27945899963379,193450800,0.0,0
2015-03-13,28.268095895720627,28.4953313904874,27.854527364591867,28.084033966064453,207309200,0.0,0
2015-03-16,28.14993401953471,28.393075942993164,27.920427405409082,28.393075942993164,143497200,0.0,0
2015-03-17,28.608951682139153,28.931625697323593,28.5521428033953,28.868000030517578,204092400,0.0,0
2015-03-18,28.85890901203291,29.349738532902773,28.715751268613857,29.19294548034668,261083600,0.0,0
2015-03-19,29.256576706381402,29.370194479998418,28.94980906434939,28.972532272338867,183238000,0.0,0
2015-03-20,29.142958565843525,29.177042510563787,28.440801565892222,28.60895538330078,274780400,0.0,0
